neighbourhood,latitude,longitude,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,price
15,40.84482,-73.94029,2,85,4.21,1,125,139
0,40.711,-73.95701,2,0,0.0,1,0,300
11,40.72483,-73.9437,1,32,1.6,5,346,38
42,40.66705,-73.9927,5,0,0.0,1,0,40
43,40.74425,-73.88311,6,38,1.96,5,288,58
0,40.7074,-73.941,1,36,1.97,1,0,43
1,40.69309,-73.94662,1,7,0.36,1,0,60
3,40.6929,-73.91681,3,25,1.62,3,90,32
37,40.77109,-73.91117,15,3,0.15,1,55,55
109,40.69925,-73.98266,3,2,0.11,3,96,100
0,40.71681,-73.94912,4,5,0.25,1,0,99
2,40.80015,-73.95483,1,3,0.15,1,0,50
14,40.75819,-73.92687,30,1,0.05,1,90,47
90,40.66158,-73.74821,5,0,0.0,1,90,67
49,40.76918,-73.8719,1,208,10.28,6,352,55
19,40.68597,-73.95983,25,0,0.0,1,172,125
7,40.76959,-73.95601,2,1,0.06,1,9,190
0,40.71763,-73.96008,4,3,0.16,1,0,50
1,40.69094,-73.95144,3,5,0.27,3,65,80
7,40.78217,-73.94844,6,17,1.13,1,0,150
1,40.6886,-73.95906,2,0,0.0,1,0,99
3,40.69168,-73.91453,5,1,0.05,1,0,500
4,40.79907,-73.96962,6,4,0.22,1,177,225
8,40.67354,-73.95149,1,1,0.05,2,0,41
5,40.75976,-73.9955,2,26,1.41,1,0,140
1,40.68364,-73.95821,3,3,0.15,1,0,85
5,40.76291,-73.98976,1,135,6.78,1,68,105
87,40.66087,-73.90935,1,2,0.1,1,0,115
8,40.67286,-73.94758,6,0,0.0,1,0,31
24,40.69647,-73.97681,20,3,0.16,1,58,120
7,40.77976,-73.95409,2,16,0.8,1,0,100
9,40.7451,-73.98139,2,11,0.57,1,22,250
3,40.69168,-73.9132,30,5,0.25,5,281,28
11,40.72891,-73.95618,2,4,0.2,1,0,150
3,40.6951,-73.91157,30,5,0.25,5,365,30
3,40.69641,-73.90895,30,2,0.11,8,325,30
57,40.71825,-73.83502,1,68,3.62,1,125,60
2,40.80188,-73.95695,7,12,0.63,1,3,75
24,40.68558,-73.96965,5,0,0.0,1,0,150
0,40.71729,-73.95051,2,1,0.05,1,0,50
1,40.6864,-73.91858,10,6,0.33,2,5,50
22,40.67441,-73.97614,4,7,0.36,1,0,160
7,40.7827,-73.94537,5,1,0.05,1,0,125
12,40.75286,-73.99551,30,0,0.0,87,364,239
31,40.71537,-73.99119,4,32,1.71,1,188,250
1,40.68423,-73.9526,4,38,1.91,1,309,110
0,40.71035,-73.94774,3,43,2.54,1,59,95
33,40.72208,-74.00217,5,0,0.0,1,364,1000
65,40.68615,-73.9972,3,11,0.59,1,14,160
23,40.64358,-73.9462,2,2,0.11,4,45,118
3,40.69871,-73.92877,1,93,4.67,3,17,70
0,40.70737,-73.93961,4,2,0.11,1,0,125
58,40.62602,-74.023,3,0,0.0,1,0,55
100,40.68559,-74.0011,3,6,0.3,1,106,130
17,40.71079,-74.00934,30,1,0.32,1,339,80
5,40.76495,-73.98844,2,19,0.96,1,0,248
3,40.69812,-73.93151,4,6,0.32,1,6,48
55,40.7007,-73.99517,30,0,0.0,2,65,150
0,40.70981,-73.95343,3,28,1.43,1,0,175
0,40.70551,-73.93454,3,33,1.66,2,127,67
58,40.6247,-74.03094,3,1,0.05,1,363,80
66,40.69473,-73.83061,2,0,0.0,5,363,45
6,40.73014,-73.98152,3,8,0.42,1,10,180
8,40.67315,-73.94534,7,0,0.0,1,0,31
1,40.68717,-73.94557,3,12,0.62,1,0,98
87,40.67375,-73.90813,1,6,0.3,2,0,40
0,40.70509,-73.94228,3,0,0.0,1,0,100
25,40.74601,-73.97823,1,46,2.36,1,0,200
108,40.70231,-73.98938,2,1,0.05,1,0,125
70,40.69339,-73.98581,3,7,0.37,1,0,90
32,40.74457,-73.9194,21,0,0.0,1,0,82
1,40.67954,-73.948,4,5,0.25,1,0,100
12,40.74023,-73.99994,3,2,0.32,1,1,485
14,40.76848,-73.90768,2,42,2.09,2,340,43
26,40.7398,-73.98163,2,1,0.05,1,3,175
2,40.81223,-73.93992,3,0,0.0,1,0,200
10,40.79313,-73.93991,7,3,0.16,1,20,108
1,40.6891,-73.92168,5,4,0.21,1,0,80
0,40.71369,-73.93669,5,41,2.11,1,125,100
10,40.80834,-73.94049,1,2,0.11,1,0,89
87,40.66621,-73.92073,7,28,1.51,1,19,95
11,40.72747,-73.95462,3,0,0.0,1,0,95
8,40.66451,-73.93237,1,49,2.51,1,81,46
0,40.71522,-73.96313,3,2,0.11,1,15,200
0,40.7185,-73.94888,2,0,0.0,1,0,148
55,40.70017,-73.99202,1,4,0.2,2,0,120
12,40.74394,-73.99923,4,0,0.0,1,0,120
29,40.73247,-73.99998,3,11,0.55,1,0,130
5,40.76573,-73.98682,5,8,0.4,1,0,225
2,40.82645,-73.94457,3,23,1.18,1,166,125
4,40.7872,-73.97639,2,0,0.0,1,0,80
0,40.71827,-73.94381,3,0,0.0,1,0,90
11,40.73392,-73.95528,1,5,0.29,2,0,55
6,40.732,-73.98706,6,0,0.0,1,0,500
1,40.68542,-73.91741,7,1,0.05,1,0,175
0,40.70654,-73.93178,3,1,0.05,1,0,75
0,40.71359,-73.96553,1,5,0.25,1,17,80
51,40.71838,-74.00495,3,1,0.09,1,93,320
30,40.65015,-74.01084,2,1,0.05,1,0,300
77,40.61097,-73.9983,1,21,1.52,1,30,78
35,40.81441,-73.95939,2,11,0.57,1,0,100
22,40.67545,-73.97516,5,1,0.05,1,0,213
6,40.72389,-73.98346,5,5,0.25,1,0,141
14,40.76448,-73.92164,3,1,0.12,1,0,100
8,40.67764,-73.94493,3,38,1.93,2,357,175
6,40.73281,-73.9899,1,1,0.05,1,0,225
11,40.7347,-73.95479,4,1,0.05,1,0,87
8,40.6703,-73.93241,10,0,0.0,1,0,36
2,40.82722,-73.9457,6,4,0.2,1,0,78
16,40.73057,-74.00458,3,16,0.81,1,3,199
32,40.74549,-73.92465,5,0,0.0,1,0,50
18,40.63231,-73.96314,3,40,2.02,1,0,125
1,40.68245,-73.9471,1,8,2.07,2,23,100
47,40.66221,-73.88868,3,15,0.81,13,90,37
27,40.76498,-73.8301,1,17,0.87,3,82,78
2,40.81691,-73.93735,2,94,4.65,1,117,98
0,40.71892,-73.94932,1,0,0.0,1,0,120
1,40.68519,-73.92868,1,0,0.0,1,0,250
11,40.72207,-73.94226,1,82,4.12,3,43,70
19,40.6903,-73.96883,7,1,0.05,1,83,188
3,40.68461,-73.91101,1,2,0.11,1,0,75
0,40.71665,-73.94169,2,21,1.06,1,0,60
10,40.79503,-73.93953,3,2,0.1,1,0,63
2,40.79962,-73.95359,3,0,0.0,1,0,125
5,40.76226,-73.99519,7,1,0.1,1,147,175
5,40.76481,-73.98845,2,6,0.35,3,217,2200
0,40.70622,-73.9495,2,4,0.36,2,28,95
4,40.77268,-73.98933,3,69,3.47,3,70,135
4,40.77559,-73.98748,3,77,3.98,3,45,126
32,40.74706,-73.91831,2,35,1.8,1,306,70
6,40.72639,-73.99052,2,0,0.0,2,0,150
0,40.71509,-73.96342,2,6,0.42,1,13,150
4,40.79069,-73.96614,3,1,0.05,1,0,395
7,40.77566,-73.95065,3,2,0.1,1,0,165
0,40.71759,-73.94549,2,9,0.46,3,0,69
2,40.81023,-73.94142,3,4,0.22,2,178,850
2,40.83233,-73.94562,2,66,3.28,3,49,47
11,40.72365,-73.95188,3,30,1.52,2,101,200
10,40.79772,-73.94809,3,0,0.0,2,0,75
59,40.63265,-74.00397,2,6,0.32,1,0,58
8,40.67034,-73.92777,2,31,1.63,1,45,90
2,40.83139,-73.94672,2,68,3.38,3,49,47
18,40.64658,-73.96909,2,27,1.46,1,167,95
22,40.67655,-73.97303,4,4,0.22,1,0,180
8,40.67433,-73.9248,4,11,0.56,3,0,54
12,40.74025,-74.00066,3,21,1.09,1,0,400
4,40.79951,-73.96436,1,37,1.93,1,176,175
7,40.76401,-73.95823,7,1,0.05,1,0,138
2,40.81425,-73.94187,3,5,0.31,1,0,110
27,40.75314,-73.81964,3,50,2.51,1,40,245
27,40.75963,-73.82218,30,0,0.0,15,214,95
0,40.70887,-73.95591,2,71,3.92,2,83,125
34,40.6818,-73.97552,1,13,0.65,2,0,45
0,40.71262,-73.94815,4,4,0.39,1,107,100
17,40.70362,-74.00721,2,4,0.21,1,0,195
2,40.81095,-73.93942,2,21,1.09,1,0,101
14,40.75949,-73.91143,1,19,0.96,1,0,49
81,40.88302,-73.90899,1,8,0.43,1,0,70
12,40.74727,-74.00261,7,0,0.0,1,0,185
3,40.70466,-73.92043,3,26,1.7,3,170,100
18,40.65168,-73.96411,3,13,0.91,1,7,100
0,40.7123,-73.95228,3,14,0.71,1,17,249
6,40.72411,-73.98872,5,4,0.2,1,0,99
11,40.73399,-73.95542,2,35,2.41,2,85,60
8,40.66911,-73.93666,4,1,1.0,9,87,459
23,40.65553,-73.93642,2,13,0.66,1,264,70
8,40.67668,-73.93997,1,19,0.94,3,85,60
51,40.71989,-74.00465,14,5,0.25,3,0,497
0,40.71273,-73.95026,1,8,0.52,1,0,130
8,40.66894,-73.93649,4,34,2.13,9,49,59
0,40.71504,-73.95394,3,30,1.53,1,42,60
51,40.71994,-74.00332,14,21,1.08,3,181,350
0,40.71091,-73.95747,2,19,0.95,2,0,75
19,40.68514,-73.95981,4,6,0.54,1,15,160
4,40.7723,-73.98764,5,5,0.27,1,7,550
0,40.72026,-73.961,10,5,0.27,1,0,60
1,40.68476,-73.92961,2,73,3.72,1,140,100
0,40.71901,-73.9571,1,69,3.55,1,85,100
6,40.72672,-73.98811,1,0,0.0,1,0,250
22,40.67078,-73.97948,5,0,0.0,1,0,105
14,40.76919,-73.9305,1,0,0.0,1,0,70
11,40.72683,-73.95905,4,4,0.2,1,3,105
24,40.69399,-73.97153,2,0,0.0,1,0,75
3,40.70034,-73.9284,7,100,4.97,3,25,75
49,40.77056,-73.87191,1,207,10.38,6,325,52
54,40.6602,-73.98244,1,88,4.44,7,248,42
3,40.70668,-73.92099,8,0,0.0,1,0,55
1,40.67984,-73.95044,11,8,0.42,1,189,120
5,40.75575,-73.99374,2,44,2.26,3,133,175
1,40.68639,-73.93263,3,8,0.41,1,229,80
0,40.71353,-73.96442,5,10,0.5,1,349,220
0,40.71469,-73.94097,3,14,0.76,1,0,101
2,40.81524,-73.95249,13,0,0.0,1,0,50
1,40.68145,-73.93132,45,2,0.11,1,43,73
0,40.71581,-73.95543,4,0,0.0,4,5,275
21,40.66112,-73.9539,12,2,0.17,4,6,110
13,40.7192,-73.99011,3,25,1.27,1,28,125
10,40.7967,-73.94913,3,2,0.11,2,0,75
0,40.71106,-73.95954,3,3,0.16,2,0,130
13,40.71935,-73.98442,5,0,0.0,1,0,69
3,40.68635,-73.91187,1,9,0.45,2,0,25
5,40.76123,-73.99022,1,176,8.92,1,252,185
0,40.71417,-73.93767,2,75,3.78,1,23,60
2,40.80275,-73.95117,20,0,0.0,1,0,125
93,40.61818,-74.03464,4,1,0.05,1,0,150
5,40.76008,-73.98946,1,3,0.21,1,0,175
7,40.76237,-73.96374,2,12,0.78,1,85,500
2,40.81702,-73.93882,3,11,0.56,1,89,130
52,40.63929,-73.9718,1,29,1.79,2,143,67
88,40.72417,-73.76053,1,15,1.14,2,349,65
96,40.88688,-73.84789,2,5,1.16,1,365,70
8,40.6725,-73.94788,4,46,2.39,1,28,130
0,40.7153,-73.93906,3,0,0.0,1,0,92
30,40.63853,-74.01628,1,21,1.08,8,130,51
30,40.66035,-73.99794,7,2,0.1,1,0,45
3,40.68772,-73.91386,1,0,0.0,2,0,20
19,40.69479,-73.96812,3,7,0.38,2,0,43
30,40.64136,-74.01709,1,7,0.4,8,140,55
0,40.70992,-73.95064,1,92,4.85,4,138,175
23,40.64902,-73.9286,1,15,0.76,2,269,45
1,40.68327,-73.94986,3,4,0.21,1,0,70
0,40.70509,-73.93471,2,6,0.31,1,0,150
0,40.72011,-73.95847,1,1,0.05,1,0,65
0,40.70719,-73.95412,1,12,0.85,1,156,140
40,40.72364,-73.99577,1,1,0.05,1,0,200
10,40.78951,-73.94605,30,5,0.3,1,282,195
61,40.71927,-73.99663,25,0,0.0,1,0,45
33,40.72591,-74.00396,2,9,0.49,1,6,225
7,40.77842,-73.95903,3,1,0.05,1,0,150
30,40.64736,-74.0106,5,3,0.16,1,0,40
30,40.66427,-73.99243,3,3,0.16,1,0,105
4,40.79957,-73.96902,2,0,0.0,1,0,150
22,40.67471,-73.98274,3,47,2.39,1,55,195
11,40.71958,-73.94796,6,8,0.47,1,0,225
0,40.71358,-73.95634,4,2,0.1,3,0,94
7,40.76615,-73.97118,4,1,0.05,2,0,220
47,40.66114,-73.88889,3,28,1.43,13,90,30
33,40.72566,-74.00075,2,7,0.64,1,4,187
3,40.69044,-73.90837,1,0,0.0,1,0,60
47,40.66098,-73.88828,3,29,1.57,13,90,45
19,40.68712,-73.96297,2,0,0.0,2,0,200
7,40.76309,-73.96439,2,1,0.05,1,0,89
2,40.80791,-73.947,2,5,0.26,1,365,97
87,40.67322,-73.91018,3,30,1.62,1,62,49
5,40.76145,-73.98912,4,1,0.05,1,0,147
3,40.69668,-73.91395,4,1,0.05,1,0,26
122,40.70225,-73.72945,1,2,0.1,1,0,31
0,40.71501,-73.95125,30,6,0.44,4,333,100
15,40.83734,-73.94506,2,1,0.07,1,210,120
1,40.67917,-73.93103,1,7,0.42,1,303,700
23,40.64676,-73.94819,3,41,2.07,1,0,100
2,40.83172,-73.9488,1,2,0.11,1,0,80
37,40.77416,-73.90755,5,13,0.68,1,365,83
11,40.72317,-73.94635,3,15,0.78,5,301,35
6,40.72336,-73.98079,28,9,0.54,2,211,133
0,40.70378,-73.94306,3,4,0.21,1,0,92
11,40.72477,-73.94465,2,16,0.81,5,274,35
6,40.72419,-73.98294,3,36,1.83,3,9,95
89,40.81039,-73.92478,1,1,0.08,1,0,73
9,40.75697,-73.97909,4,5,0.26,2,0,255
22,40.67271,-73.97663,5,1,1.0,1,31,200
2,40.80486,-73.94889,3,2,0.13,1,1,225
5,40.76521,-73.98507,4,0,0.0,1,0,275
12,40.74143,-74.00027,3,3,0.16,1,0,159
34,40.68109,-73.96904,3,47,2.44,1,0,195
33,40.72131,-73.99816,5,2,0.17,1,2,495
5,40.76173,-73.99325,30,4,0.43,20,268,130
1,40.69395,-73.95232,3,46,2.36,2,255,135
32,40.74543,-73.92399,3,35,1.78,1,2,100
21,40.65662,-73.95344,2,102,5.2,2,347,59
1,40.68882,-73.95194,3,2,0.1,1,364,150
21,40.65848,-73.952,2,99,5.03,2,334,65
0,40.71425,-73.96276,1,33,1.96,1,0,175
42,40.67831,-73.99324,4,18,0.98,1,8,380
32,40.74048,-73.9273,1,1,0.09,1,0,170
83,40.74223,-73.86408,1,4,0.2,1,95,50
8,40.6768,-73.93529,5,2,0.11,1,0,78
30,40.66475,-73.99629,2,7,0.36,1,0,30
12,40.73649,-73.99237,10,3,0.16,1,0,200
53,40.58747,-73.9587,1,42,2.11,1,28,80
141,40.60674,-74.00428,3,39,2.37,1,306,99
22,40.67329,-73.98311,3,2,0.1,1,0,125
26,40.74295,-73.97392,3,2,0.11,1,2,165
6,40.72833,-73.97926,6,6,0.31,2,12,159
139,40.84607,-73.83842,7,1,0.06,2,349,99
2,40.82738,-73.94559,3,1,0.05,1,0,50
34,40.67665,-73.96985,7,1,0.06,1,0,96
0,40.70782,-73.9403,2,1,0.07,1,0,65
12,40.74328,-73.9991,4,0,0.0,1,0,226
77,40.61497,-74.00531,2,30,1.55,4,305,65
5,40.76026,-73.98875,3,1,0.05,1,0,250
9,40.7548,-73.96966,2,75,3.84,3,105,193
11,40.72513,-73.94829,2,21,1.37,1,336,110
39,40.66821,-73.98834,3,0,0.0,1,0,245
4,40.76814,-73.98404,5,2,0.1,1,0,220
77,40.61465,-74.00312,2,15,0.77,4,236,70
1,40.68506,-73.94164,30,7,0.5,1,0,80
77,40.61466,-74.00504,2,24,1.22,4,315,70
73,40.72909,-73.99125,2,81,4.24,2,194,200
4,40.78037,-73.98021,7,0,0.0,1,0,145
35,40.80369,-73.96238,1,0,0.0,1,0,50
22,40.67681,-73.97911,2,9,0.45,1,0,170
6,40.7301,-73.98239,3,32,1.7,2,76,135
1,40.68884,-73.92949,7,1,0.05,1,0,65
34,40.67471,-73.96408,3,62,3.11,2,49,60
51,40.71953,-74.00386,14,10,0.53,3,335,339
1,40.68739,-73.95405,2,2,0.11,1,0,125
5,40.76424,-73.98713,1,0,0.0,1,0,60
2,40.82774,-73.94609,1,1,0.05,1,0,60
12,40.74245,-73.99348,12,1,0.61,1,332,750
13,40.72221,-73.99084,2,0,0.0,1,0,200
8,40.6703,-73.94182,3,44,2.33,1,52,250
7,40.76436,-73.96836,1,0,0.0,1,0,325
104,40.67078,-73.79164,1,154,8.24,2,0,75
13,40.71925,-73.99418,5,3,0.31,4,153,129
18,40.6437,-73.96769,7,3,0.18,3,0,85
35,40.80423,-73.96515,10,0,0.0,1,2,60
106,40.83067,-73.88024,1,14,0.7,2,1,35
43,40.73914,-73.87116,4,42,2.17,2,64,99
1,40.69259,-73.92881,3,2,0.1,1,0,140
25,40.74866,-73.97846,3,10,2.07,1,310,1000
63,40.62914,-73.9575,2,2,0.11,1,0,116
11,40.72391,-73.94214,3,2,0.1,1,0,60
93,40.62231,-74.02885,4,4,0.22,3,324,130
0,40.71989,-73.95837,175,5,0.26,1,362,350
18,40.63146,-73.96227,3,24,1.25,1,277,95
64,40.72826,-73.87015,1,11,0.55,4,0,21
51,40.72005,-74.00455,30,0,0.0,31,179,499
10,40.78639,-73.94869,3,1,0.05,1,0,108
92,40.70593,-73.81468,1,47,2.38,3,40,50
16,40.73226,-74.00184,6,11,0.62,1,0,175
6,40.72202,-73.97909,5,3,0.16,1,0,230
1,40.68507,-73.93565,1,1,0.05,2,0,60
0,40.7115,-73.95746,3,1,0.05,1,0,130
6,40.73103,-73.98233,2,21,1.08,2,2,299
18,40.65314,-73.95304,5,12,0.7,5,67,40
56,40.64942,-73.89783,4,4,0.22,4,37,40
40,40.72207,-73.99596,7,0,0.0,1,0,270
2,40.8217,-73.95336,1,1,0.05,1,0,48
29,40.73449,-73.99299,1,29,1.46,1,39,300
27,40.75759,-73.80815,5,50,2.63,7,178,228
3,40.70247,-73.91793,4,16,0.83,1,42,60
38,40.76069,-73.9863,3,46,2.49,3,25,99
2,40.82347,-73.95228,14,13,0.69,4,0,65
9,40.76398,-73.98034,1,0,0.0,1,0,325
47,40.66204,-73.88946,2,54,2.84,2,255,90
5,40.75605,-73.99797,1,0,0.0,1,0,139
53,40.58612,-73.95014,30,0,0.0,3,166,50
23,40.63794,-73.93125,2,46,2.34,1,300,60
18,40.64124,-73.9688,1,45,2.31,1,18,110
1,40.69568,-73.93831,1,0,0.0,2,0,69
6,40.72428,-73.97957,4,1,0.05,1,0,500
9,40.7513,-73.98333,1,20,1.09,1,169,600
6,40.72456,-73.98764,5,3,0.16,1,0,125
116,40.86264,-73.84854,2,61,3.22,1,68,62
6,40.72929,-73.98625,2,7,0.36,1,0,196
31,40.71572,-73.99114,2,80,4.01,1,199,299
1,40.69001,-73.95136,3,2,0.11,3,5,80
5,40.76151,-73.98816,4,1,0.05,1,0,111
1,40.69102,-73.95132,3,3,0.16,3,88,80
6,40.72256,-73.97925,30,11,0.61,1,313,184
8,40.67517,-73.9564,3,4,0.22,1,302,60
0,40.70966,-73.95667,2,41,2.11,2,0,75
41,40.86794,-73.91629,1,4,0.2,1,3,70
6,40.72941,-73.97916,28,2,0.65,1,78,210
0,40.70592,-73.93513,2,7,0.37,1,0,165
1,40.6786,-73.9255,1,13,0.65,1,184,40
5,40.76617,-73.9883,1,3,0.15,1,0,170
19,40.68859,-73.96035,3,2,0.13,1,0,93
1,40.69065,-73.95469,1,5,0.25,1,0,47
1,40.69179,-73.95915,1,0,0.0,1,0,200
16,40.73522,-73.99983,2,19,1.03,1,0,175
10,40.79741,-73.93493,1,3,0.22,2,179,120
8,40.67372,-73.91648,2,12,0.61,1,0,70
0,40.71576,-73.94088,2,0,0.0,1,35,175
7,40.76951,-73.96192,2,14,0.71,1,0,105
8,40.66505,-73.93875,2,78,4.06,1,325,275
2,40.81029,-73.94344,3,1,0.05,1,0,165
27,40.75997,-73.81287,4,14,0.72,2,171,48
5,40.76172,-73.99428,3,3,0.16,1,0,195
22,40.6789,-73.97909,4,2,0.11,1,0,280
13,40.71235,-73.99071,21,0,0.0,1,332,100
68,40.66578,-73.77301,1,214,10.86,1,307,80
3,40.68235,-73.90381,2,58,3.04,1,349,48
4,40.79401,-73.9639,7,1,0.08,1,0,228
129,40.66802,-73.84803,2,0,0.0,1,363,55
0,40.70358,-73.93698,4,2,0.11,1,0,60
27,40.75899,-73.82245,30,3,0.3,15,281,90
42,40.6786,-73.98381,1,82,4.16,17,355,139
32,40.74523,-73.91676,14,5,0.26,1,0,95
42,40.67721,-73.98444,1,7,0.36,17,364,129
5,40.76633,-73.9875,4,0,0.0,1,0,150
42,40.67851,-73.98439,1,9,0.46,17,364,119
7,40.7627,-73.96225,3,1,0.05,2,0,90
31,40.71508,-73.99275,4,5,0.26,1,0,125
0,40.71173,-73.96164,1,1,0.05,1,0,55
1,40.68437,-73.93132,1,65,3.78,3,92,79
29,40.73103,-74.00141,27,4,0.24,1,153,120
16,40.73158,-74.00151,2,92,4.65,2,60,138
29,40.73213,-73.99323,3,2,0.1,1,0,126
4,40.80204,-73.96612,10,2,0.11,1,0,35
2,40.81855,-73.94447,1,5,0.25,1,0,46
43,40.73688,-73.87644,15,0,0.0,1,0,55
1,40.68588,-73.95551,1,24,1.21,1,0,50
31,40.71447,-73.99433,15,0,0.0,2,0,60
0,40.70801,-73.95902,1,23,1.36,4,77,400
1,40.69292,-73.93463,5,0,0.0,1,0,160
8,40.67737,-73.94986,3,0,0.0,1,115,70
3,40.69608,-73.91973,2,1,0.05,1,0,45
4,40.78558,-73.97703,2,0,0.0,2,362,340
1,40.69854,-73.94069,2,4,0.21,1,0,50
1,40.68476,-73.95801,1,4,0.2,1,0,300
37,40.77853,-73.90934,3,8,0.67,1,3,95
5,40.76793,-73.98583,1,1,0.05,1,0,150
101,40.85973,-73.86699,2,7,0.36,1,0,70
11,40.72754,-73.95527,1,1,0.08,1,0,45
0,40.71544,-73.95075,2,19,0.99,1,0,280
17,40.71025,-74.00756,7,3,0.15,1,0,45
25,40.7466,-73.97044,5,0,0.0,1,0,400
9,40.76411,-73.98074,3,0,0.0,1,0,400
62,40.72609,-73.90112,2,93,4.79,1,201,245
3,40.69834,-73.93436,14,1,0.05,1,0,50
34,40.67376,-73.96433,2,14,0.73,1,9,125
18,40.63435,-73.95027,2,41,2.13,2,0,95
52,40.64407,-73.97428,2,10,0.54,2,0,150
0,40.70894,-73.94847,2,20,1.08,1,0,100
0,40.7146,-73.96282,10,0,0.0,1,0,385
6,40.728,-73.98603,25,3,0.15,1,0,125
2,40.82502,-73.94919,12,0,0.0,1,0,100
18,40.6416,-73.96905,1,73,3.95,1,139,105
45,40.67574,-73.99783,5,1,0.05,1,0,59
12,40.74661,-73.99245,7,19,1.02,1,11,99
72,40.67896,-74.00518,3,0,0.0,1,0,80
22,40.67145,-73.97143,3,2,0.11,1,0,115
3,40.68637,-73.91159,2,19,1.03,8,177,53
57,40.72573,-73.85292,2,8,0.4,1,0,45
23,40.65532,-73.91793,7,1,0.36,9,364,80
3,40.69634,-73.91323,3,32,1.86,3,104,43
2,40.81088,-73.9441,2,2,0.11,1,0,275
22,40.68001,-73.97603,3,27,2.67,1,336,200
12,40.74116,-74.00053,3,0,0.0,2,158,200
4,40.78624,-73.96952,3,2,0.1,1,0,96
19,40.68769,-73.96118,3,2,0.19,2,0,65
6,40.72631,-73.98507,7,2,0.11,1,0,180
0,40.71078,-73.96359,8,0,0.0,1,13,95
5,40.76564,-73.99118,1,53,3.0,1,42,125
2,40.81589,-73.9446,2,0,0.0,1,0,36
21,40.65684,-73.96042,1,48,2.63,2,77,95
6,40.72755,-73.98755,4,1,0.05,1,0,150
8,40.67672,-73.92964,1,32,1.62,1,0,85
16,40.73494,-74.00228,7,1,0.05,1,0,190
0,40.71345,-73.95938,1,25,1.27,1,7,61
7,40.77408,-73.95504,5,6,0.33,1,7,130
71,40.74044,-73.98777,5,4,0.22,1,0,180
28,40.69946,-73.90833,2,81,4.1,1,34,60
74,40.59686,-73.80262,2,18,1.3,1,202,200
8,40.67391,-73.95581,3,1,0.06,1,0,65
4,40.77562,-73.98756,1,2,0.2,1,365,1066
9,40.75393,-73.97316,2,29,1.58,1,18,200
15,40.84182,-73.93898,3,25,1.36,1,155,130
6,40.72863,-73.99008,3,8,0.4,1,0,70
1,40.6797,-73.94361,7,4,0.21,1,1,95
22,40.6749,-73.97593,3,42,2.22,1,46,400
12,40.74031,-73.9986,3,9,0.48,1,13,150
11,40.72871,-73.95107,2,17,0.86,1,0,115
1,40.69108,-73.94492,5,1,0.05,1,0,80
16,40.73642,-73.9992,3,61,3.17,1,150,345
153,40.87634,-73.90948,1,85,4.4,1,52,110
35,40.80414,-73.96576,2,23,1.18,1,0,150
2,40.80934,-73.95457,2,65,3.34,2,257,265
0,40.70941,-73.93862,7,4,0.22,1,53,42
4,40.78834,-73.97215,15,5,0.27,3,0,95
16,40.73176,-74.00348,6,8,0.41,1,0,130
8,40.67025,-73.93558,3,4,0.22,1,0,99
1,40.68214,-73.95477,1,1,0.05,1,0,51
0,40.71769,-73.96339,3,20,1.04,4,318,300
30,40.65602,-74.00509,2,25,1.3,2,355,259
13,40.7235,-73.99096,2,5,0.25,3,4,250
13,40.72291,-73.98915,1,5,0.31,3,17,71
12,40.75117,-73.99305,2,7,0.36,1,0,155
16,40.73738,-74.00012,4,39,2.03,1,21,135
2,40.81919,-73.94554,1,105,5.33,4,84,89
54,40.65281,-73.97298,7,0,0.0,1,0,150
53,40.59664,-73.95301,2,0,0.0,1,178,250
13,40.71952,-73.98495,2,0,0.0,1,0,150
3,40.69186,-73.9221,2,1,0.06,1,88,75
30,40.6588,-73.99097,2,44,2.29,1,298,50
0,40.71568,-73.94415,2,16,0.85,1,3,70
9,40.76427,-73.98208,2,0,0.0,4,229,450
115,40.59722,-73.75937,1,66,3.54,1,51,68
18,40.6429,-73.95253,1,1,0.05,1,0,80
6,40.72563,-73.98169,1,2,0.1,1,0,200
9,40.76574,-73.98018,2,0,0.0,4,229,450
9,40.76387,-73.98056,2,0,0.0,4,243,398
9,40.76443,-73.98152,2,0,0.0,4,243,398
3,40.70636,-73.91935,3,1,0.05,1,0,41
17,40.70407,-74.00885,1,13,0.67,1,1,200
5,40.75668,-73.99097,1,89,5.16,3,0,120
61,40.71801,-73.9984,1,22,1.12,2,23,160
3,40.68682,-73.91189,1,2,0.1,2,0,55
2,40.82058,-73.95802,15,0,0.0,1,0,37
34,40.67871,-73.9678,1,14,0.71,1,0,60
11,40.72133,-73.94903,2,7,0.36,1,2,135
14,40.76543,-73.92248,6,2,0.1,1,0,95
0,40.72192,-73.95597,2,16,0.82,1,0,350
36,40.73581,-73.98918,4,12,0.62,1,0,245
25,40.74812,-73.97663,3,57,3.07,2,49,150
11,40.72421,-73.95364,1,93,4.73,1,32,10
10,40.8001,-73.94081,1,77,4.0,2,0,69
10,40.79999,-73.94233,3,62,3.23,1,82,250
2,40.82978,-73.94823,1,3,0.15,2,0,88
5,40.7676,-73.9855,1,1,0.05,1,0,200
69,40.62857,-73.94071,2,53,2.83,1,230,160
43,40.7418,-73.8861,5,0,0.0,2,0,40
13,40.72083,-73.99308,30,1,0.1,9,226,150
19,40.69087,-73.96639,3,1,0.44,2,343,280
